ID,Name,Level,Subject,SubjID,Date,Attendance,Score
S0178,Jeremy Aaron Taylor,Senior,Physics,PHYS101,10/5/2023,Absent,61
S0370,James Mary Johnson,Senior,English,ENG101,6/13/2023,Excused,59
S0187,Frank Natasha Cisneros,Sophomore,Biology,BIO101,9/24/2023,Excused,52
S1550,Bruce Arthur Wallace,Sophomore,Biology,BIO101,6/18/2023,Present,
S0661,Kevin Preston Ray,Freshman,Physics,PHYS101,3/3/2023,Excused,81
S0275,Patrick Theresa Berry,Junior,Math,MATH101,3/4/2023,Late,65
S1142,Patricia Lauren Kirk,Junior,Physics,PHYS101,12/26/2023,Absent,69
S0331,Robert Shannon Browning,Freshman,English,ENG101,7/10/2023,Absent,59
S0368,Joshua Michael Suarez,Senior,Biology,BIO101,8/26/2023,Present,79
S0483,Joshua David Day,Junior,English,ENG101,3/27/2023,Late,95
S0744,Christopher Richard Bailey,Senior,Biology,BIO101,7/21/2023,Excused,50
S1442,Mario Stephen Johnson,Senior,Chemistry,CHEM101,8/11/2023,Excused,87
S0570,Christian Paul Velez,Freshman,Chemistry,CHEM101,7/14/2023,Excused,91
S1349,Nicholas Kimberly Stanley,Senior,Physics,PHYS101,2/14/2023,Excused,82
S0477,Amanda Trevor King,Sophomore,English,ENG101,5/20/2023,Excused,57
S0018,Laura Alicia Chavez,Junior,Math,MATH101,6/27/2023,Absent,60
S0207,Kimberly Sandra Mcneil,Senior,Physics,PHYS101,6/29/2023,Late,86
S0015,John Barbara Larsen,Junior,Physics,PHYS101,11/28/2023,Late,77
S1893,Megan Cynthia Miller,Sophomore,English,ENG101,10/29/2023,Absent,67
S0130,Veronica Phillip Ellis,Sophomore,Math,MATH101,9/25/2023,Present,76
S0541,Caitlin Daniel Henson,Freshman,English,ENG101,7/24/2023,Present,64
S0070,Jasmine Jessica Payne,Senior,Biology,BIO101,2/16/2023,,70
S1227,Donna Shawn Gay,Senior,Math,MATH101,9/29/2023,Absent,96
S0710,Darrell Danielle Rogers,Sophomore,Physics,PHYS101,1/20/2023,Excused,78
S0071,Matthew Julia Wallace,Freshman,Biology,BIO101,2/25/2023,Present,63
S1223,Amanda Craig Obrien,Senior,Biology,BIO101,5/22/2023,Absent,94
S0231,Linda Donna Alexander,Freshman,Physics,PHYS101,12/15/2023,Late,54
S0741,Dillon Beth Landry,Sophomore,English,ENG101,7/23/2023,Absent,67
S0507,Ronnie Nicole Steele,Senior,Chemistry,CHEM101,8/26/2023,Excused,86
S0780,Timothy David Howard,Sophomore,Math,MATH101,9/15/2023,Present,71
S0291,Ryan Chris Hernandez,Sophomore,Chemistry,CHEM101,8/16/2023,Late,74
S0850,Louis Melanie Mccarthy,Junior,Chemistry,CHEM101,5/5/2023,Late,67
S0897,Stephanie Connie Whitehead,Sophomore,Chemistry,CHEM101,12/30/2023,Absent,94
S0249,Philip Margaret Cunningham,Freshman,Biology,BIO101,4/27/2023,Absent,50
S1731,Christian Phillip Jones,Junior,Physics,PHYS101,4/4/2023,Absent,90
S1770,James Julie Payne,Senior,Physics,PHYS101,12/17/2023,Absent,76
S1176,Jimmy Jason Rodriguez,Junior,Biology,BIO101,12/8/2023,Present,100
S0907,Patricia Eric Adams,Senior,Physics,PHYS101,7/5/2023,Absent,91
S1884,Ashley Gail Soto,Freshman,Math,MATH101,12/12/2023,Late,61
S0349,Helen Brandon Walls,Sophomore,Biology,BIO101,1/3/2023,Late,94
S0372,Morgan Lisa Vaughan,Senior,Chemistry,CHEM101,11/8/2023,Present,61
S1764,Garrett Ashley Smith,Freshman,Chemistry,CHEM101,12/23/2023,Present,51
S0027,Matthew Christine Shelton,Junior,Math,MATH101,8/15/2023,Late,76
S0216,John James Whitehead,Sophomore,Physics,PHYS101,11/29/2023,Absent,85
S0203,Stephen Jeffrey Baird,Junior,Math,MATH101,4/17/2023,Absent,65
S0624,Jennifer Kenneth Stevens,Junior,Physics,PHYS101,7/2/2023,Excused,90
S1418,Bryan Chris Mccall,Sophomore,Biology,BIO101,6/30/2023,Absent,66
S1983,Lisa Tony Collins,Freshman,Math,MATH101,8/7/2023,Late,62
S0024,Hannah Christopher Beck,Sophomore,Physics,PHYS101,12/17/2023,Late,95
S1575,Lisa Kimberly Carrillo,Senior,Math,MATH101,12/27/2023,Excused,79
S1058,Hannah Thomas Wright,Freshman,Biology,BIO101,8/28/2023,Absent,67
S0441,Tyrone Angela Jones,Freshman,Math,MATH101,10/18/2023,Present,84
S1940,Elizabeth George Johnson,Junior,Chemistry,CHEM101,5/8/2023,Present,71
S1700,Tiffany Katherine Howell,Junior,English,ENG101,3/14/2023,Present,73
S0784,Ricky Ryan Deleon,Senior,Chemistry,CHEM101,11/27/2023,Excused,63
S0825,Kari Debra Pearson,Junior,Biology,BIO101,10/13/2023,Excused,85
S0440,Anthony Larry Adams,Freshman,Chemistry,CHEM101,1/26/2023,,77
S1890,Rebecca Denise Brown,Junior,Chemistry,CHEM101,4/22/2023,Absent,77
S0470,Austin Natalie Higgins,Sophomore,Math,MATH101,7/7/2023,Present,67
S0904,Michelle Sarah Powers,Senior,Chemistry,CHEM101,3/28/2023,,73
S1273,Joshua Leonard Mason,Junior,English,ENG101,10/11/2023,Absent,93
S0821,Brenda Danielle Burnett,Junior,Physics,PHYS101,4/20/2023,Present,71
S1122,Amy Melissa Conner,Sophomore,Math,MATH101,12/15/2023,Absent,52
S0250,Brian Daniel Clark,Junior,Physics,PHYS101,5/28/2023,Late,93
S1586,Kevin David Rodgers,Freshman,English,ENG101,9/29/2023,Present,86
S0401,Johnny Taylor Garcia,Senior,English,ENG101,2/14/2023,Absent,57
S0557,Denise Melissa Mcmahon,Sophomore,Biology,BIO101,2/24/2023,Absent,54
S1370,Daniel Tamara Lopez,Junior,Chemistry,CHEM101,1/20/2023,Excused,99
S0050,Doris Kristina Miller,Sophomore,Biology,BIO101,9/24/2023,Late,100
S0009,Paul Jermaine Velez,Freshman,Chemistry,CHEM101,10/4/2023,Absent,83
S1183,Robert Lisa Miller,Freshman,Physics,PHYS101,7/31/2023,Excused,64
S1799,Jean Victoria Kim,Sophomore,Chemistry,CHEM101,11/1/2023,Late,85
S1009,Albert Daniel Johnson,Freshman,Physics,PHYS101,4/14/2023,Present,79
S1883,Sherry Collin Silva,Sophomore,Biology,BIO101,3/26/2023,Excused,62
S0878,Jonathan April Leach,Freshman,English,ENG101,9/22/2023,Excused,97
S0419,Kathleen Laura Cummings,Sophomore,English,ENG101,2/28/2023,Excused,70
S1228,Anthony Becky Martin,Senior,Chemistry,CHEM101,5/3/2023,Excused,66
S0126,Sarah Caitlin Miller,Sophomore,English,ENG101,6/29/2023,Present,61
S1172,Thomas Collin Short,Junior,Chemistry,CHEM101,8/16/2023,Late,79
S0779,Darrell Kimberly Torres,Sophomore,Math,MATH101,3/7/2023,Present,89
S1861,Matthew Alyssa Wolfe,Senior,Biology,BIO101,5/9/2023,Excused,93
S0849,Dominique Ashley Jones,Freshman,Chemistry,CHEM101,8/23/2023,Excused,91
S0178,Jeremy Aaron Taylor,Senior,Physics,PHYS101,2/8/2023,Excused,76
S1410,Isaac Alexander Williams,Senior,English,ENG101,11/22/2023,Present,94
S0011,Sharon Christian Hubbard,Freshman,Chemistry,CHEM101,10/17/2023,Present,55
S1545,Nancy Tamara Kerr,Senior,Physics,PHYS101,7/3/2023,Absent,51
S0278,Mason John Pineda,Senior,Biology,BIO101,4/7/2023,Present,70
S0814,Kevin Felicia Williams,Senior,Biology,BIO101,1/2/2023,Present,69
S0151,Caitlyn Meagan Williamson,Junior,Physics,PHYS101,11/18/2023,Late,75
S1497,James Teresa Clark,Junior,Math,MATH101,12/12/2023,Late,98
S0699,Joseph Denise Smith,Sophomore,English,ENG101,5/14/2023,Absent,52
S1416,Karen James Ruiz,Freshman,Math,MATH101,9/17/2023,Present,56
S0760,Donald John Thompson,Sophomore,Chemistry,CHEM101,4/16/2023,Excused,92
S1379,Stephanie Sarah Cowan,Sophomore,Biology,BIO101,6/30/2023,Excused,89
S0334,Heather Deborah Vaughn,Freshman,English,ENG101,3/16/2023,Absent,61
S0287,Karen Christopher Sanders,Freshman,Math,MATH101,3/10/2023,Excused,90
S1719,Karen Todd George,Junior,English,ENG101,10/2/2023,Late,97
S0891,Peter Mark Ellison,Senior,Chemistry,CHEM101,7/17/2023,Excused,88
S0744,Christopher Richard Bailey,Senior,Physics,PHYS101,2/8/2023,Excused,61
S0386,Cindy Jaime Washington,Freshman,Math,MATH101,1/28/2023,Late,93
S0498,James Kenneth Decker,Sophomore,Chemistry,CHEM101,11/4/2023,Excused,53
S1344,Brenda George Nguyen,Freshman,Biology,BIO101,3/11/2023,Excused,72
S0166,Jennifer Theresa Powell,Freshman,English,ENG101,8/23/2023,Excused,68
S0271,Bruce Jason Thompson,Freshman,English,ENG101,9/7/2023,Present,80
S0938,Teresa Steven Harrison,Senior,Biology,BIO101,9/2/2023,Late,57
S0078,Beverly Michael Marshall,Sophomore,Math,MATH101,2/15/2023,Present,57
S0789,Robert Suzanne Mitchell,Senior,Biology,BIO101,2/6/2023,Present,100
S1462,Victor Brittany Bowen,Senior,Physics,PHYS101,1/11/2023,Absent,78
S0439,Ronald Amanda Brown,Senior,Physics,PHYS101,12/11/2023,Excused,50
S1075,Sherri Anna Daniels,Junior,English,ENG101,5/10/2023,Excused,94
S1217,Lauren Joseph Campbell,Freshman,Math,MATH101,6/27/2023,Late,65
S0765,Cynthia Barbara Reyes,Junior,Physics,PHYS101,12/1/2023,Present,98
S1308,Alexis Susan Smith,Junior,Chemistry,CHEM101,12/20/2023,Present,59
S0860,Lawrence Cynthia Frazier,Junior,English,ENG101,4/27/2023,Late,91
S0787,Mark Christy Mccarthy,Freshman,Math,MATH101,4/20/2023,Absent,84
S1021,Anthony Anthony Rowe,Junior,Math,MATH101,12/2/2023,Excused,74
S1410,Isaac Alexander Williams,Senior,Math,MATH101,2/23/2023,Absent,50
S0361,Robert Chelsea Mcintyre,Freshman,Math,MATH101,3/11/2023,Present,68
S1926,Justin Eric Walton,Sophomore,Chemistry,CHEM101,1/7/2023,Absent,62
S1430,Richard Nicholas Larson,Junior,Chemistry,CHEM101,9/22/2023,Present,63
S1654,Linda Tracy Lopez,Senior,Math,MATH101,2/17/2023,Late,68
S0492,Teresa Lori Perez,Junior,Biology,BIO101,5/6/2023,Excused,56
S1187,Michael Matthew Brown,Sophomore,Math,MATH101,7/3/2023,Late,82
S1472,Tracey Jamie Martin,Freshman,English,ENG101,9/13/2023,Present,91
S1644,Jennifer Jennifer Griffin,Senior,Physics,PHYS101,12/28/2023,Excused,52
S0671,Evan Thomas Davies,Junior,Biology,BIO101,4/23/2023,Absent,100
S1885,Brian Thomas Lewis,Freshman,Physics,PHYS101,1/25/2023,Excused,83
S0921,Laura Ricky Brown,Sophomore,Physics,PHYS101,7/23/2023,Excused,51
S1082,Micheal James James,Senior,Chemistry,CHEM101,3/26/2023,Absent,58
S0628,Michelle Andrea Johnson,Freshman,Biology,BIO101,8/4/2023,Absent,69
S1468,Ronald Aaron Goodwin,Sophomore,Chemistry,CHEM101,9/9/2023,Excused,91
S0232,Douglas Eric Garcia,Senior,Biology,BIO101,4/2/2023,Absent,97
S0068,Chad John Burgess,Freshman,Physics,PHYS101,6/24/2023,Excused,87
S0084,Frank Brenda Anderson,Junior,Physics,PHYS101,8/15/2023,Late,100
S0914,Mariah Jennifer Davis,Sophomore,English,ENG101,9/18/2023,Present,86
S0042,Emily Sophia Hobbs,Sophomore,Biology,BIO101,5/31/2023,Present,80
S0165,Gabriel Suzanne Thompson,Senior,Math,MATH101,9/6/2023,Present,63
S0921,Laura Ricky Brown,Sophomore,English,ENG101,11/13/2023,Excused,74
S0520,Stephen Thomas Mcneil,Freshman,Math,MATH101,7/28/2023,Late,81
S0441,Tyrone Angela Jones,Freshman,English,ENG101,5/12/2023,Excused,50
S0778,Denise Janice Wallace,Sophomore,Physics,PHYS101,12/19/2023,Late,82
S0890,Abigail Linda Lyons,Junior,Physics,PHYS101,4/29/2023,,56
S1023,Alexander James Young,Senior,English,ENG101,12/2/2023,Late,53
S1237,Mark Olivia Horn,Junior,Physics,PHYS101,10/11/2023,Present,69
S1473,Christopher Holly Smith,Sophomore,Biology,BIO101,5/3/2023,Excused,90
S1219,Richard Colleen Daniels,Sophomore,Math,MATH101,7/31/2023,Absent,73
S1888,Vincent Austin Harris,Junior,Math,MATH101,9/7/2023,Absent,53
S0546,Deanna Sharon Chapman,Senior,English,ENG101,3/1/2023,Excused,55
S0496,Paul Roger Wagner,Senior,Math,MATH101,11/5/2023,Late,97
S0397,Lisa Ashley Hall,Junior,Math,MATH101,12/20/2023,Excused,93
S0429,John Jay Stafford,Junior,Chemistry,CHEM101,3/1/2023,,89
S0215,Matthew Richard Bridges,Freshman,English,ENG101,12/27/2023,Late,51
S0070,Jasmine Jessica Payne,Senior,Biology,BIO101,5/8/2023,Late,54
S1637,Amy Frances Oliver,Sophomore,English,ENG101,4/6/2023,Excused,99
S1654,Linda Tracy Lopez,Senior,Biology,BIO101,3/7/2023,Present,83
S0412,Julie William Mays,Senior,Biology,BIO101,10/2/2023,Present,83
S0114,George Timothy Edwards,Sophomore,Math,MATH101,4/22/2023,Late,88
S0199,Kim Robert Parrish,Sophomore,Physics,PHYS101,4/24/2023,Excused,55
S0951,Bradley Meghan Farrell,Senior,Chemistry,CHEM101,6/21/2023,Late,58
S1748,Barbara Joseph Miles,Freshman,English,ENG101,12/13/2023,Absent,56
S1458,Brian Brandon Davis,Junior,English,ENG101,4/25/2023,Present,60
S1695,Angela Laura Kirk,Junior,Math,MATH101,9/24/2023,Present,65
S0925,Gabriel Stephen Taylor,Junior,Chemistry,CHEM101,12/25/2023,Late,90
S0728,Ian Brittney David,Senior,Chemistry,CHEM101,4/28/2023,Present,73
S1887,Mary Cassandra Turner,Sophomore,English,ENG101,7/1/2023,Absent,59
S0432,Kenneth Robert Bennett,Junior,Biology,BIO101,7/28/2023,Present,73
S0592,Ivan Bobby Johnson,Sophomore,Math,MATH101,11/13/2023,Excused,97
S1453,Brian Ana Douglas,Senior,Physics,PHYS101,10/5/2023,Absent,77
S1593,John Joseph Barnett,Junior,Chemistry,CHEM101,7/25/2023,Excused,92
S1155,John Sue Hall,Senior,Biology,BIO101,2/19/2023,Present,98
S1820,Kristina Lynn Peterson,Freshman,Math,MATH101,3/29/2023,Present,50
S0444,Lori Patrick Garcia,Junior,Physics,PHYS101,1/5/2023,Excused,87
S0090,Jessica Alyssa Hall,Sophomore,Biology,BIO101,12/21/2023,Present,83
S1393,Margaret Omar Gutierrez,Sophomore,Physics,PHYS101,9/23/2023,Late,53
S1128,Daniel Paul Smith,Junior,Physics,PHYS101,3/7/2023,Late,100
S1836,Jennifer James Cain,Sophomore,Math,MATH101,6/30/2023,Absent,88
S0150,Jeffrey Elijah Melton,Junior,Chemistry,CHEM101,5/5/2023,Absent,56
S0756,Robin Brian Henry,Sophomore,English,ENG101,9/7/2023,Excused,56
S0947,Terri Tammy Williams,Freshman,Math,MATH101,4/23/2023,Absent,64
S1206,Jaime Shannon Chang,Sophomore,Math,MATH101,5/11/2023,Late,
S1271,Ashley Selena Sutton,Freshman,English,ENG101,4/28/2023,Present,67
S1175,Patricia Angela Mitchell,Senior,Physics,PHYS101,7/10/2023,Late,94
S0576,Jennifer Jill Hunter,Junior,English,ENG101,5/13/2023,Absent,100
S0873,Carla Lori Hoffman,Freshman,Physics,PHYS101,12/21/2023,Late,91
S0630,Danielle Jennifer Thomas,Senior,English,ENG101,4/7/2023,Late,99
S1489,Richard Isaiah Duffy,Junior,Biology,BIO101,10/30/2023,Late,96
S0272,Colleen Christopher Casey,Junior,English,ENG101,7/19/2023,Present,72
S1354,Marcus Jodi Whitehead,Junior,English,ENG101,1/1/2023,Excused,81
S1626,Brianna Jaclyn Thompson,Freshman,English,ENG101,9/1/2023,Present,84
S0726,Michelle Tyler Matthews,Senior,Math,MATH101,12/25/2023,Late,74
S1020,Nancy Michael Harris,Freshman,English,ENG101,5/24/2023,Excused,68
S1878,Joseph Tyler Moore,Senior,Biology,BIO101,9/4/2023,Present,79
S1181,Paula Jennifer Nash,Sophomore,Physics,PHYS101,1/28/2023,Absent,59
S0687,Michelle Tonya Jordan,Freshman,Biology,BIO101,6/4/2023,Absent,50
S0159,Nancy Joseph Lucas,Sophomore,Biology,BIO101,8/9/2023,Absent,96
S1423,Gary Kathleen Monroe,Senior,English,ENG101,11/19/2023,Present,71
S1488,Susan Deanna Adams,Senior,Physics,PHYS101,4/13/2023,Late,56
S0980,Nicholas Kristen Nguyen,Freshman,Chemistry,CHEM101,11/11/2023,Absent,77
S1028,Jeffrey Christine Harris,Sophomore,Math,MATH101,4/25/2023,Late,89
S0571,Samantha Gary Galvan,Senior,Math,MATH101,10/6/2023,Present,68
S1430,Richard Nicholas Larson,Junior,English,ENG101,8/29/2023,Excused,80
S0544,Krista Luis Solis,Sophomore,Math,MATH101,11/4/2023,Absent,70
S1091,Donald Edwin Phillips,Freshman,Physics,PHYS101,9/22/2023,,70
S1636,Elizabeth Matthew Yates,Sophomore,English,ENG101,11/17/2023,Excused,52
S1549,Miguel Rachel Smith,Junior,English,ENG101,3/3/2023,Excused,83
S1678,Victoria Barbara Edwards,Sophomore,Physics,PHYS101,10/21/2023,Excused,95
S0083,Christina Carla Day,Sophomore,Math,MATH101,6/15/2023,Late,70
S1358,Debra Nicole Savage,Junior,Biology,BIO101,1/23/2023,Late,90
S0926,Jerry Kathryn James,Senior,Chemistry,CHEM101,5/3/2023,Present,87
S0535,Barry Dana Phelps,Senior,Biology,BIO101,5/11/2023,Late,97
S1786,Holly William Whitaker,Sophomore,Math,MATH101,4/14/2023,Present,87
S0235,Kenneth Jill Russell,Freshman,Math,MATH101,12/8/2023,Late,59
S0271,Bruce Jason Thompson,Freshman,Biology,BIO101,8/22/2023,Absent,94
S0939,Emily Brett Hansen,Sophomore,Math,MATH101,1/14/2023,Excused,83
S0168,Megan Ellen Gentry,Sophomore,Math,MATH101,3/23/2023,Late,51
S0138,Sheena Shelley Lee,Junior,English,ENG101,12/24/2023,Excused,52
S1544,Donald Michael Adkins,Senior,Math,MATH101,3/16/2023,Excused,86
S1456,Samuel Nathaniel Marshall,Junior,Physics,PHYS101,6/18/2023,Absent,68
S0281,Edward Joshua Whitaker,Junior,Chemistry,CHEM101,9/9/2023,Absent,83
S0920,Laura Nicholas Fox,Sophomore,Physics,PHYS101,4/11/2023,Absent,70
S0202,Katherine Christine Lambert,Sophomore,Chemistry,CHEM101,12/27/2023,Late,81
S0337,Tamara Daniel Miller,Junior,Biology,BIO101,4/2/2023,Present,79
S1019,Amy Charlotte Huerta,Junior,Physics,PHYS101,7/22/2023,Excused,94
S0287,Karen Christopher Sanders,Freshman,English,ENG101,8/4/2023,Present,98
S1118,Michael Daniel Butler,Senior,Biology,BIO101,8/14/2023,Present,58
S1910,Kimberly Donald Pratt,Senior,Physics,PHYS101,5/20/2023,Absent,91
S0693,Eric Samantha Munoz,Sophomore,Biology,BIO101,7/18/2023,Present,52
S0660,Jason Tammy Barnett,Senior,Chemistry,CHEM101,3/17/2023,Present,56
S1378,Marissa Walter Jones,Senior,Math,MATH101,7/19/2023,Absent,100
S1903,Brent Stephanie Carpenter,Freshman,English,ENG101,10/20/2023,Absent,63
S0469,Kathleen Victoria Simon,Senior,Biology,BIO101,5/19/2023,Absent,74
S1656,Carrie Louis Kennedy,Sophomore,Physics,PHYS101,11/5/2023,Absent,77
S1977,Autumn Nichole Mercado,Sophomore,English,ENG101,7/30/2023,Excused,52
S1330,Raymond Jennifer Walters,Sophomore,Biology,BIO101,10/17/2023,Absent,61
S0022,Juan Jennifer Gonzalez,Junior,Physics,PHYS101,4/3/2023,Late,89
S0674,Miranda Alexander Young,Sophomore,Math,MATH101,7/29/2023,Late,59
S0359,Paul Teresa Murray,Sophomore,Physics,PHYS101,9/26/2023,Absent,61
S1337,Donna Whitney Small,Freshman,Math,MATH101,10/16/2023,Present,61
S1213,Renee David Rasmussen,Sophomore,Chemistry,CHEM101,6/3/2023,Present,66
S1841,Sean Steven Cardenas,Senior,Math,MATH101,6/26/2023,Absent,63
S0303,Matthew Jamie Nguyen,Senior,Biology,BIO101,5/6/2023,Present,67
S1196,Trevor Carol Morgan,Senior,English,ENG101,5/10/2023,Excused,83
S0895,David Holly Frank,Sophomore,Physics,PHYS101,6/30/2023,Absent,76
S1089,Donald Edward Fernandez,Freshman,Math,MATH101,7/28/2023,Late,54
S1624,Courtney Jennifer Rios,Sophomore,Chemistry,CHEM101,9/5/2023,Absent,64
S0039,Brandon Joshua Wood,Freshman,Chemistry,CHEM101,7/12/2023,Excused,90
S0289,Maria Alexa Castro,Senior,Biology,BIO101,3/29/2023,Late,52
S1854,Brandon Courtney Jarvis,Freshman,Physics,PHYS101,2/24/2023,Absent,84
S0064,Jillian Levi Sutton,Sophomore,Chemistry,CHEM101,3/5/2023,Excused,67
S1718,Sarah Nicolas Harris,Sophomore,Chemistry,CHEM101,3/3/2023,Present,93
S1810,John David Duffy,Senior,Chemistry,CHEM101,3/5/2023,Present,62
S1250,Tiffany Maureen Hernandez,Freshman,English,ENG101,1/24/2023,Present,71
S0756,Robin Brian Henry,Sophomore,Biology,BIO101,7/19/2023,Late,54
S1058,Hannah Thomas Wright,Freshman,Physics,PHYS101,7/30/2023,Excused,79
S1944,Troy Sydney Meyers,Sophomore,Math,MATH101,9/2/2023,Late,87
S1287,Erin William Stevens,Sophomore,Math,MATH101,6/30/2023,Present,97
S0648,Paula Robert Jackson,Senior,Math,MATH101,8/17/2023,Late,80
S0838,Timothy Andrea Boyer,Junior,Physics,PHYS101,10/3/2023,Excused,61
S0463,Kathryn Jessica Charles,Freshman,Physics,PHYS101,7/17/2023,Excused,90
S1845,Diane Tony Browning,Junior,Physics,PHYS101,2/2/2023,Absent,83
S1981,Omar Evan Valenzuela,Freshman,Math,MATH101,5/26/2023,Absent,62
S0308,Chelsea Nicole Matthews,Freshman,Chemistry,CHEM101,2/28/2023,Absent,79
S1746,Darrell Larry Ortiz,Senior,Physics,PHYS101,2/20/2023,Excused,88
S0609,Kimberly Eric Garcia,Junior,Math,MATH101,12/28/2023,Excused,62
S1607,Joseph Theresa Richardson,Freshman,English,ENG101,6/20/2023,Present,58
S0871,Andrew Jose Acosta,Freshman,Chemistry,CHEM101,8/18/2023,Absent,59
S0599,Kelsey Shannon Stone,Freshman,Physics,PHYS101,1/5/2023,Excused,91
S1478,Kelsey Thomas Farmer,Senior,Math,MATH101,7/30/2023,Present,59
S1943,Roy Gary Jones,Freshman,Physics,PHYS101,11/29/2023,Absent,66
S1982,Karen Cheryl Payne,Sophomore,English,ENG101,6/4/2023,Present,56
S1073,Jeffrey Alex Hamilton,Junior,Chemistry,CHEM101,2/23/2023,Late,50
S1874,Warren Michelle Rogers,Junior,Biology,BIO101,10/11/2023,Absent,62
S0622,Susan Victoria Diaz,Senior,Biology,BIO101,3/27/2023,Absent,58
S0073,Tammy Stephen Smith,Sophomore,Biology,BIO101,4/7/2023,Present,89
S1076,Kimberly Bryan Owens,Senior,Physics,PHYS101,1/13/2023,Present,68
S0215,Matthew Richard Bridges,Freshman,English,ENG101,6/18/2023,Absent,64
S1088,Elizabeth Matthew Powell,Sophomore,Biology,BIO101,11/22/2023,Absent,82
S1586,Kevin David Rodgers,Freshman,Math,MATH101,5/14/2023,Excused,54
S0747,Elizabeth Brandy White,Junior,Physics,PHYS101,4/24/2023,Late,55
S0441,Tyrone Angela Jones,Freshman,English,ENG101,8/22/2023,Present,77
S1662,Jeremy Christine Johnson,Senior,Biology,BIO101,9/17/2023,Late,50
S1250,Tiffany Maureen Hernandez,Freshman,Chemistry,CHEM101,8/23/2023,Absent,70
S0811,Nancy Michael Miller,Senior,English,ENG101,2/14/2023,Excused,66
S0562,Dawn Cynthia Gomez,Junior,Chemistry,CHEM101,8/19/2023,Present,69
S1174,Sheri Adam Burke,Junior,Biology,BIO101,7/1/2023,Late,51
S0096,Kimberly April Hamilton,Senior,Biology,BIO101,2/10/2023,,56
S1830,Kevin Margaret Smith,Junior,Physics,PHYS101,9/28/2023,Late,80
S1602,Lawrence Shawn Murphy,Senior,Physics,PHYS101,8/14/2023,Present,50
S1919,Laura Leslie Barnes,Freshman,Biology,BIO101,6/4/2023,Excused,64
S1713,Paul Keith Martinez,Senior,Chemistry,CHEM101,3/18/2023,Absent,84
S1918,Jack Scott Little,Freshman,Physics,PHYS101,8/11/2023,Present,67
S1049,Susan Troy Johnson,Sophomore,Physics,PHYS101,12/10/2023,Excused,85
S1573,Crystal Jennifer Alvarado,Junior,Math,MATH101,6/6/2023,Absent,100
S1451,Leah Karen Martin,Sophomore,Biology,BIO101,3/29/2023,Excused,50
S1061,Nicholas Christina Martinez,Sophomore,Biology,BIO101,9/18/2023,Late,82
S0820,Michelle David Chapman,Sophomore,English,ENG101,8/27/2023,Present,78
S0047,Brian Ashley Pearson,Sophomore,Physics,PHYS101,8/21/2023,Excused,62
S0101,Paul Anthony Taylor,Sophomore,English,ENG101,6/7/2023,Late,77
S1124,Julia Connie Lindsey,Junior,Physics,PHYS101,7/29/2023,Absent,85
S0151,Caitlyn Meagan Williamson,Junior,Biology,BIO101,9/30/2023,Late,64
S0004,Amanda Donald Phillips,Sophomore,Biology,BIO101,3/28/2023,Late,82
S0005,Nathan Justin Schultz,Freshman,Physics,PHYS101,3/11/2023,Late,55
S1627,Brian Kaylee Crawford,Sophomore,Math,MATH101,3/5/2023,Excused,57
S0602,Chad Daniel Wood,Junior,Biology,BIO101,12/4/2023,Present,76
S0222,John Tonya Watson,Sophomore,Biology,BIO101,9/3/2023,Absent,96
S0165,Gabriel Suzanne Thompson,Senior,Chemistry,CHEM101,9/17/2023,Excused,55
S0422,Joseph Leah Hernandez,Sophomore,English,ENG101,2/10/2023,Late,71
S1289,Benjamin Emily Barnett,Junior,Chemistry,CHEM101,10/18/2023,Excused,85
S1408,Zachary Gregory Miller,Sophomore,Chemistry,CHEM101,11/26/2023,Late,88
S1372,Janet Robert Ortiz,Sophomore,Physics,PHYS101,6/9/2023,Late,50
S0850,Louis Melanie Mccarthy,Junior,Physics,PHYS101,3/14/2023,,56
S0003,Corey Madison Chase,Senior,Chemistry,CHEM101,4/2/2023,Excused,95
S1256,Matthew Michael Martin,Senior,Biology,BIO101,12/2/2023,Absent,100
S0480,Jonathon Laura Riley,Junior,Chemistry,CHEM101,9/8/2023,Excused,58
S0967,Karen Lauren Phillips,Junior,Physics,PHYS101,9/14/2023,Excused,54
S1365,Megan Steven Richardson,Freshman,English,ENG101,12/8/2023,Present,98
S1455,Jenna Diana Jones,Sophomore,English,ENG101,1/27/2023,Absent,75
S0164,Janet Elizabeth Myers,Senior,English,ENG101,5/24/2023,Present,67
S1219,Richard Colleen Daniels,Sophomore,Math,MATH101,8/28/2023,Absent,52
S1942,Eileen Michael Chandler,Freshman,Biology,BIO101,10/4/2023,Present,92
S0195,Cory Brian Howell,Senior,Math,MATH101,11/9/2023,Present,73
S1990,Lisa Tasha Parker,Freshman,Math,MATH101,12/26/2023,Excused,68
S0875,Matthew Zoe Freeman,Junior,Math,MATH101,10/11/2023,Absent,62
S1050,Benjamin Janet Ryan,Junior,Chemistry,CHEM101,11/16/2023,Present,77
S0528,Anthony Christopher Watkins,Junior,Biology,BIO101,11/10/2023,Excused,54
S0313,Thomas Ricky Campbell,Sophomore,Biology,BIO101,4/11/2023,Absent,74
S0030,Patrick Mark Gutierrez,Senior,English,ENG101,6/11/2023,Absent,90
S1535,John Tammy Curtis,Freshman,Biology,BIO101,12/1/2023,Absent,50
S1666,Dillon Mary Rojas,Sophomore,Physics,PHYS101,7/26/2023,Late,56
