ID,Name,Level,Subject,SubjID,Date,Attendance,Score,Performance_Grade
S0508,Caroline Kevin White,Freshman,Biology,BIO101,2023-08-01,Late,71.0,C
S0509,Stephanie Michael Dean,Sophomore,English,ENG101,2023-07-18,Late,60.0,D
S0509,Stephanie Michael Dean,Sophomore,Physics,PHYS101,2023-07-24,Excused,88.0,B
S0509,Stephanie Michael Dean,Sophomore,Math,MATH101,2023-09-06,Excused,66.0,D
S0509,Stephanie Michael Dean,Sophomore,Biology,BIO101,2023-10-06,Late,91.0,A
S0509,Stephanie Michael Dean,Sophomore,Chemistry,CHEM101,2023-12-21,Late,91.0,A
S0510,Justin Matthew Williams,Junior,English,ENG101,2023-10-26,Excused,58.0,F
S0510,Justin Matthew Williams,Junior,Math,MATH101,2023-07-31,Absent,0.0,F
S0510,Justin Matthew Williams,Junior,Physics,PHYS101,2023-01-31,Excused,62.0,D
S0510,Justin Matthew Williams,Junior,Chemistry,CHEM101,2023-08-10,Excused,65.0,D
S0511,Cathy Billy Miller,Freshman,Chemistry,CHEM101,2023-01-16,Excused,90.0,A
S0511,Cathy Billy Miller,Freshman,Biology,BIO101,2023-11-24,Present,84.0,B
S0512,Judy Christopher Frazier,Senior,Physics,PHYS101,2023-12-30,Late,64.0,D
S0512,Judy Christopher Frazier,Senior,Biology,BIO101,2023-06-23,Present,66.0,D
S0512,Judy Christopher Frazier,Senior,English,ENG101,2023-11-10,Excused,74.95579658242096,C
S0513,Matthew Patricia Greene,Sophomore,English,ENG101,2023-05-26,Present,100.0,A
S0513,Matthew Patricia Greene,Sophomore,Biology,BIO101,2023-09-07,Late,77.0,B
S0513,Matthew Patricia Greene,Sophomore,Chemistry,CHEM101,2023-04-30,Absent,0.0,F
S0514,Maria Walter Martinez,Senior,Chemistry,CHEM101,2023-07-02,Excused,50.0,F
S0514,Maria Walter Martinez,Senior,Math,MATH101,2023-02-01,Excused,81.0,B
S0514,Maria Walter Martinez,Senior,Biology,BIO101,2023-06-10,Excused,53.0,F
S0515,Brianna Carolyn Callahan,Junior,Chemistry,CHEM101,2023-08-10,Present,55.0,F
S0515,Brianna Carolyn Callahan,Junior,Biology,BIO101,2023-04-03,Excused,57.0,F
S0516,Tracy Travis Ruiz,Sophomore,English,ENG101,2023-03-29,Absent,0.0,F
S0516,Tracy Travis Ruiz,Sophomore,Math,MATH101,2023-03-21,Absent,0.0,F
S0516,Tracy Travis Ruiz,Sophomore,Physics,PHYS101,2023-10-15,Late,57.0,F
S0516,Tracy Travis Ruiz,Sophomore,Biology,BIO101,2023-08-30,Late,91.0,A
S0517,Douglas Nicholas Wilson,Junior,English,ENG101,2023-05-11,Present,59.0,F
S0517,Douglas Nicholas Wilson,Junior,Math,MATH101,2023-05-06,Present,82.0,B
S0517,Douglas Nicholas Wilson,Junior,Biology,BIO101,2023-05-02,Present,52.0,F
S0518,Cassandra Laura Downs,Sophomore,English,ENG101,2023-06-08,Late,94.0,A
S0518,Cassandra Laura Downs,Sophomore,Physics,PHYS101,2023-05-02,Late,70.0,C
S0518,Cassandra Laura Downs,Sophomore,Math,MATH101,2023-09-20,Absent,0.0,F
S0518,Cassandra Laura Downs,Sophomore,Biology,BIO101,2023-03-12,Excused,85.0,B
S0519,Nicole Stephanie Chapman,Freshman,Math,MATH101,2023-01-14,Excused,66.0,D
S0519,Nicole Stephanie Chapman,Freshman,English,ENG101,2023-01-31,Late,59.0,F
S0519,Nicole Stephanie Chapman,Freshman,Biology,BIO101,2023-04-13,Absent,0.0,F
S0520,Stephen Thomas Mcneil,Freshman,Math,MATH101,2023-05-10,Present,79.0,B
S0520,Stephen Thomas Mcneil,Freshman,Biology,BIO101,2023-04-29,Late,53.0,F
S0521,Devon Anna Santiago,Sophomore,Math,MATH101,2023-02-03,Present,97.0,A
S0521,Devon Anna Santiago,Sophomore,Physics,PHYS101,2023-02-02,Excused,55.0,F
S0521,Devon Anna Santiago,Sophomore,Chemistry,CHEM101,2023-09-02,Absent,0.0,F
S0521,Devon Anna Santiago,Sophomore,English,ENG101,2023-11-26,Present,79.0,B
S0522,Tommy Kathryn Elliott,Senior,Physics,PHYS101,2023-12-05,Late,85.0,B
S0522,Tommy Kathryn Elliott,Senior,English,ENG101,2023-07-06,Excused,98.0,A
S0522,Tommy Kathryn Elliott,Senior,Math,MATH101,2023-02-27,Excused,96.0,A
S0523,Kelly James Lawrence,Sophomore,English,ENG101,2023-05-22,Excused,85.0,B
S0523,Kelly James Lawrence,Sophomore,Math,MATH101,2023-04-05,Absent,0.0,F
S0523,Kelly James Lawrence,Sophomore,Physics,PHYS101,2023-11-05,Late,69.0,C
S0523,Kelly James Lawrence,Sophomore,Chemistry,CHEM101,2023-01-17,Late,55.0,F
S0524,Bruce Monica Miller,Senior,Biology,BIO101,2023-09-09,Absent,0.0,F
S0524,Bruce Monica Miller,Senior,Chemistry,CHEM101,2023-07-29,Absent,0.0,F
S0525,Denise Michael Ray,Senior,Chemistry,CHEM101,2023-10-25,Absent,0.0,F
S0525,Denise Michael Ray,Senior,Biology,BIO101,2023-04-27,Excused,97.0,A
S0525,Denise Michael Ray,Senior,Math,MATH101,2023-08-19,Present,53.0,F
S0526,Penny Emily Sanford,Freshman,Math,MATH101,2023-04-12,Absent,0.0,F
S0526,Penny Emily Sanford,Freshman,Biology,BIO101,2023-12-16,Present,53.0,F
S0526,Penny Emily Sanford,Freshman,Chemistry,CHEM101,2023-12-12,Late,79.0,B
S0526,Penny Emily Sanford,Freshman,English,ENG101,2023-04-17,Present,96.0,A
S0527,Ariel Anne Dennis,Senior,Biology,BIO101,2023-10-27,Late,81.0,B
S0527,Ariel Anne Dennis,Senior,English,ENG101,2023-02-19,Present,69.0,C
S0527,Ariel Anne Dennis,Senior,Physics,PHYS101,2023-02-25,Late,69.0,C
S0527,Ariel Anne Dennis,Senior,Chemistry,CHEM101,2023-11-05,Late,93.0,A
S0528,Anthony Christopher Watkins,Junior,Chemistry,CHEM101,2023-04-02,Absent,0.0,F
S0528,Anthony Christopher Watkins,Junior,Physics,PHYS101,2023-08-22,Present,83.0,B
S0528,Anthony Christopher Watkins,Junior,Math,MATH101,2023-08-13,Excused,55.0,F
S0528,Anthony Christopher Watkins,Junior,Biology,BIO101,2023-11-10,Excused,54.0,F
S0529,Kyle Roberto Macias,Junior,Chemistry,CHEM101,2023-03-01,Absent,0.0,F
S0529,Kyle Roberto Macias,Junior,Math,MATH101,2023-09-05,Absent,0.0,F
S0529,Kyle Roberto Macias,Junior,Biology,BIO101,2023-04-25,Absent,0.0,F
S0530,Rebecca Denise Church,Junior,Biology,BIO101,2023-11-09,Excused,63.0,D
S0530,Rebecca Denise Church,Junior,Physics,PHYS101,2023-10-18,Late,77.0,B
S0530,Rebecca Denise Church,Junior,English,ENG101,2023-09-03,Late,76.0,B
S0530,Rebecca Denise Church,Junior,Math,MATH101,2023-02-02,Late,53.0,F
S0530,Rebecca Denise Church,Junior,Chemistry,CHEM101,2023-05-27,Absent,0.0,F
S0531,Mary Jeremy Cobb,Senior,English,ENG101,2023-03-11,Absent,0.0,F
S0531,Mary Jeremy Cobb,Senior,Chemistry,CHEM101,2023-08-24,Late,76.0,B
S0531,Mary Jeremy Cobb,Senior,Biology,BIO101,2023-10-15,Present,51.0,F
S0531,Mary Jeremy Cobb,Senior,Physics,PHYS101,2023-09-26,Absent,0.0,F
S0532,Nicholas Jeremy Fisher,Junior,English,ENG101,2023-09-11,Excused,72.0,C
S0532,Nicholas Jeremy Fisher,Junior,Physics,PHYS101,2023-07-19,Present,68.0,C
S0532,Nicholas Jeremy Fisher,Junior,Biology,BIO101,2023-01-06,Late,79.0,B
S0533,Kimberly Scott Ingram,Junior,English,ENG101,2023-02-05,Absent,0.0,F
S0533,Kimberly Scott Ingram,Junior,Biology,BIO101,2023-03-16,Excused,50.0,F
S0534,Stephen Jeffrey Nash,Junior,Physics,PHYS101,2023-11-07,Present,61.0,D
S0534,Stephen Jeffrey Nash,Junior,Math,MATH101,2023-02-11,Excused,71.0,C
S0534,Stephen Jeffrey Nash,Junior,Biology,BIO101,2023-08-09,Late,94.0,A
S0535,Barry Dana Phelps,Senior,Math,MATH101,2023-06-03,Absent,0.0,F
S0535,Barry Dana Phelps,Senior,Biology,BIO101,2023-01-30,Absent,0.0,F
S0535,Barry Dana Phelps,Senior,Physics,PHYS101,2023-10-04,Excused,97.0,A
S0536,George Amanda Johnson,Senior,Chemistry,CHEM101,2023-03-17,Late,56.0,F
S0536,George Amanda Johnson,Senior,Physics,PHYS101,2023-10-28,Late,87.0,B
S0536,George Amanda Johnson,Senior,English,ENG101,2023-12-28,Present,97.0,A
S0536,George Amanda Johnson,Senior,Biology,BIO101,2023-01-14,Present,97.0,A
S0537,Laura Laura Alexander,Freshman,Math,MATH101,2023-10-25,Absent,0.0,F
S0537,Laura Laura Alexander,Freshman,Physics,PHYS101,2023-02-07,Late,85.0,B
S0537,Laura Laura Alexander,Freshman,Biology,BIO101,2023-12-15,Present,84.0,B
S0537,Laura Laura Alexander,Freshman,English,ENG101,2023-08-05,Absent,0.0,F
S0537,Laura Laura Alexander,Freshman,Chemistry,CHEM101,2023-07-18,Present,84.0,B
S0538,Randy Clifford Marquez,Sophomore,English,ENG101,2023-09-30,Excused,64.0,D
S0538,Randy Clifford Marquez,Sophomore,Math,MATH101,2023-07-20,Present,50.0,F
S0538,Randy Clifford Marquez,Sophomore,Biology,BIO101,2023-12-06,Excused,51.0,F
S0538,Randy Clifford Marquez,Sophomore,Physics,PHYS101,2023-05-31,Excused,74.0,C
S0539,Lori Amy Morales,Junior,Physics,PHYS101,2023-04-30,Excused,61.0,D
S0539,Lori Amy Morales,Junior,Biology,BIO101,2023-07-16,Excused,83.0,B
S0539,Lori Amy Morales,Junior,Math,MATH101,2023-09-14,Late,54.0,F
S0539,Lori Amy Morales,Junior,English,ENG101,2023-01-15,Present,65.0,D
S0540,Mandy Blake Sanford,Sophomore,Physics,PHYS101,2023-10-30,Absent,0.0,F
S0540,Mandy Blake Sanford,Sophomore,Biology,BIO101,2023-02-13,Present,91.0,A
S0540,Mandy Blake Sanford,Sophomore,Chemistry,CHEM101,2023-04-17,Excused,71.0,C
S0541,Caitlin Daniel Henson,Freshman,Chemistry,CHEM101,2023-08-05,Present,73.0,C
S0541,Caitlin Daniel Henson,Freshman,Physics,PHYS101,2023-04-23,Excused,78.0,B
S0541,Caitlin Daniel Henson,Freshman,English,ENG101,2023-07-24,Present,64.0,D
S0541,Caitlin Daniel Henson,Freshman,Math,MATH101,2023-12-12,Late,66.0,D
S0542,Sara Deborah Hogan,Sophomore,Chemistry,CHEM101,2023-11-04,Absent,0.0,F
S0542,Sara Deborah Hogan,Sophomore,Biology,BIO101,2023-07-24,Present,52.0,F
S0543,David Nathan Salinas,Senior,Chemistry,CHEM101,2023-09-11,Excused,66.0,D
S0543,David Nathan Salinas,Senior,English,ENG101,2023-01-21,Present,72.0,C
S0543,David Nathan Salinas,Senior,Biology,BIO101,2023-01-29,Excused,83.0,B
S0544,Krista Luis Solis,Sophomore,Chemistry,CHEM101,2023-11-04,Present,70.0,C
S0544,Krista Luis Solis,Sophomore,Biology,BIO101,2023-11-19,Late,88.0,B
S0544,Krista Luis Solis,Sophomore,Physics,PHYS101,2023-02-15,Present,83.0,B
S0544,Krista Luis Solis,Sophomore,Math,MATH101,2023-11-04,Absent,0.0,F
S0545,Michael Pamela Clark,Senior,Biology,BIO101,2023-03-06,Late,65.0,D
S0545,Michael Pamela Clark,Senior,Chemistry,CHEM101,2023-08-20,Absent,0.0,F
S0545,Michael Pamela Clark,Senior,Math,MATH101,2023-07-29,Excused,52.0,F
S0546,Deanna Sharon Chapman,Senior,Chemistry,CHEM101,2023-01-26,Late,91.0,A
S0546,Deanna Sharon Chapman,Senior,English,ENG101,2023-03-01,Excused,55.0,F
S0546,Deanna Sharon Chapman,Senior,Biology,BIO101,2023-11-16,Late,69.0,C
S0547,Linda Stephanie Little,Freshman,Chemistry,CHEM101,2023-01-21,Present,71.0,C
S0547,Linda Stephanie Little,Freshman,Math,MATH101,2023-08-12,Absent,0.0,F
S0547,Linda Stephanie Little,Freshman,English,ENG101,2023-05-21,Present,73.0,C
S0547,Linda Stephanie Little,Freshman,Physics,PHYS101,2023-06-09,Absent,0.0,F
S0547,Linda Stephanie Little,Freshman,Biology,BIO101,2023-04-24,Present,84.0,B
S0548,Christine David Johnson,Junior,Math,MATH101,2023-06-25,Absent,0.0,F
S0548,Christine David Johnson,Junior,Physics,PHYS101,2023-03-01,Present,92.0,A
S0548,Christine David Johnson,Junior,Chemistry,CHEM101,2023-07-08,Absent,0.0,F
S0548,Christine David Johnson,Junior,Biology,BIO101,2023-09-26,Absent,0.0,F
S0549,Amanda Trevor Moreno,Senior,Math,MATH101,2023-10-27,Excused,88.0,B
S0549,Amanda Trevor Moreno,Senior,Biology,BIO101,2023-12-19,Excused,64.0,D
S0549,Amanda Trevor Moreno,Senior,Chemistry,CHEM101,2023-11-13,Late,84.0,B
S0550,Jill Michaela Alexander,Freshman,Physics,PHYS101,2023-07-29,Excused,74.0,C
S0550,Jill Michaela Alexander,Freshman,Math,MATH101,2023-07-03,Late,76.0,B
S0550,Jill Michaela Alexander,Freshman,Biology,BIO101,2023-11-22,Excused,55.0,F
S0551,Nathan Alejandro Nguyen,Sophomore,Math,MATH101,2023-05-30,Absent,0.0,F
S0552,Samantha Sandra Martinez,Senior,Chemistry,CHEM101,2023-09-15,Present,52.0,F
S0553,Jill Dawn Gomez,Freshman,English,ENG101,2023-09-06,Present,62.0,D
S0553,Jill Dawn Gomez,Freshman,Physics,PHYS101,2023-02-12,Present,95.0,A
S0553,Jill Dawn Gomez,Freshman,Biology,BIO101,2023-07-07,Late,70.0,C
S0553,Jill Dawn Gomez,Freshman,Chemistry,CHEM101,2023-07-03,Excused,95.0,A
S0553,Jill Dawn Gomez,Freshman,Math,MATH101,2023-12-04,Excused,88.0,B
S0554,Erik Lisa King,Junior,English,ENG101,2023-06-29,Absent,0.0,F
S0554,Erik Lisa King,Junior,Biology,BIO101,2023-09-28,Late,100.0,A
S0554,Erik Lisa King,Junior,Physics,PHYS101,2023-08-19,Late,54.0,F
S0554,Erik Lisa King,Junior,Chemistry,CHEM101,2023-10-17,Excused,63.0,D
S0554,Erik Lisa King,Junior,Math,MATH101,2023-05-26,Present,97.0,A
S0555,Nicole Jason Little,Senior,Math,MATH101,2023-01-21,Late,50.0,F
S0555,Nicole Jason Little,Senior,Physics,PHYS101,2023-08-14,Absent,0.0,F
S0556,Joann John Carpenter,Junior,Biology,BIO101,2023-04-23,Excused,75.0,C
S0556,Joann John Carpenter,Junior,English,ENG101,2023-02-02,Absent,0.0,F
S0556,Joann John Carpenter,Junior,Math,MATH101,2023-12-20,Present,76.0,B
S0557,Denise Melissa Mcmahon,Sophomore,English,ENG101,2023-11-27,Excused,51.0,F
S0557,Denise Melissa Mcmahon,Sophomore,Math,MATH101,2023-08-29,Excused,87.0,B
S0557,Denise Melissa Mcmahon,Sophomore,Biology,BIO101,2023-02-24,Absent,0.0,F
S0558,Margaret Jennifer Christian,Freshman,Math,MATH101,2023-01-23,Absent,0.0,F
S0558,Margaret Jennifer Christian,Freshman,Biology,BIO101,2023-08-06,Present,82.0,B
S0559,Debra Ronald Garcia,Freshman,Math,MATH101,2023-07-27,Excused,80.0,B
S0559,Debra Ronald Garcia,Freshman,Chemistry,CHEM101,2023-01-04,Late,78.0,B
S0559,Debra Ronald Garcia,Freshman,Physics,PHYS101,2023-03-24,Absent,0.0,F
S0560,Timothy Michael Bowers,Freshman,Math,MATH101,2023-09-01,Late,59.0,F
S0560,Timothy Michael Bowers,Freshman,Physics,PHYS101,2023-03-12,Present,72.0,C
S0560,Timothy Michael Bowers,Freshman,English,ENG101,2023-04-11,Present,94.0,A
S0561,Angel Daniel Mckee,Senior,English,ENG101,2023-06-07,Late,93.0,A
S0562,Dawn Cynthia Gomez,Junior,Physics,PHYS101,2023-10-27,Present,85.0,B
S0562,Dawn Cynthia Gomez,Junior,Math,MATH101,2023-07-21,Late,78.0,B
S0562,Dawn Cynthia Gomez,Junior,English,ENG101,2023-08-22,Excused,98.0,A
S0562,Dawn Cynthia Gomez,Junior,Chemistry,CHEM101,2023-08-19,Present,69.0,C
S0562,Dawn Cynthia Gomez,Junior,Biology,BIO101,2023-06-19,Present,66.0,D
S0563,Austin Tiffany Strickland,Senior,Math,MATH101,2023-11-11,Present,86.0,B
S0563,Austin Tiffany Strickland,Senior,Chemistry,CHEM101,2023-10-15,Absent,0.0,F
S0564,Joseph Alyssa Lopez,Sophomore,Math,MATH101,2023-12-26,Present,58.0,F
S0564,Joseph Alyssa Lopez,Sophomore,Chemistry,CHEM101,2023-03-11,Absent,0.0,F
S0564,Joseph Alyssa Lopez,Sophomore,Physics,PHYS101,2023-08-08,Excused,81.0,B
S0564,Joseph Alyssa Lopez,Sophomore,Biology,BIO101,2023-06-13,Present,56.0,F
S0565,Holly Natalie Coleman,Sophomore,Biology,BIO101,2023-05-12,Present,100.0,A
S0565,Holly Natalie Coleman,Sophomore,English,ENG101,2023-04-01,Present,99.0,A
S0565,Holly Natalie Coleman,Sophomore,Math,MATH101,2023-09-16,Late,81.0,B
S0565,Holly Natalie Coleman,Sophomore,Physics,PHYS101,2023-08-09,Present,69.0,C
S0566,Matthew Roger Martinez,Freshman,Biology,BIO101,2023-01-01,Absent,0.0,F
S0566,Matthew Roger Martinez,Freshman,Math,MATH101,2023-10-18,Present,94.0,A
S0566,Matthew Roger Martinez,Freshman,Chemistry,CHEM101,2023-03-15,Excused,79.0,B
S0566,Matthew Roger Martinez,Freshman,English,ENG101,2023-10-08,Late,90.0,A
S0567,Jonathan Joseph Houston,Junior,Math,MATH101,2023-03-04,Absent,0.0,F
S0567,Jonathan Joseph Houston,Junior,Biology,BIO101,2023-08-15,Late,95.0,A
S0567,Jonathan Joseph Houston,Junior,Physics,PHYS101,2023-02-02,Present,94.0,A
S0568,Mark James Williams,Senior,English,ENG101,2023-09-04,Late,50.0,F
S0568,Mark James Williams,Senior,Physics,PHYS101,2023-07-14,Excused,95.0,A
S0568,Mark James Williams,Senior,Math,MATH101,2023-01-10,Late,76.0,B
S0569,Gregory Tina Moreno,Freshman,Chemistry,CHEM101,2023-01-04,Absent,0.0,F
S0569,Gregory Tina Moreno,Freshman,Biology,BIO101,2023-12-26,Excused,57.0,F
S0570,Christian Paul Velez,Freshman,Chemistry,CHEM101,2023-07-29,Late,72.0,C
S0570,Christian Paul Velez,Freshman,Biology,BIO101,2023-08-03,Absent,0.0,F
S0571,Samantha Gary Galvan,Senior,Chemistry,CHEM101,2023-03-19,Late,57.0,F
S0571,Samantha Gary Galvan,Senior,English,ENG101,2023-06-05,Absent,0.0,F
S0571,Samantha Gary Galvan,Senior,Math,MATH101,2023-10-06,Present,68.0,C
S0572,Cody Melissa Diaz,Freshman,Chemistry,CHEM101,2023-12-19,Excused,64.0,D
S0572,Cody Melissa Diaz,Freshman,Math,MATH101,2023-02-13,Late,86.0,B
S0573,Charles Laura Hawkins,Sophomore,Biology,BIO101,2023-01-08,Absent,0.0,F
S0573,Charles Laura Hawkins,Sophomore,Chemistry,CHEM101,2023-08-18,Absent,0.0,F
S0573,Charles Laura Hawkins,Sophomore,English,ENG101,2023-01-24,Absent,0.0,F
S0574,Francisco Sheena Santiago,Freshman,English,ENG101,2023-02-01,Present,74.0,C
S0574,Francisco Sheena Santiago,Freshman,Chemistry,CHEM101,2023-11-08,Excused,84.0,B
S0574,Francisco Sheena Santiago,Freshman,Physics,PHYS101,2023-10-25,Late,77.0,B
S0574,Francisco Sheena Santiago,Freshman,Biology,BIO101,2023-07-23,Absent,0.0,F
S0575,Lisa Jared Walker,Freshman,Biology,BIO101,2023-07-16,Late,58.0,F
S0575,Lisa Jared Walker,Freshman,English,ENG101,2023-12-03,Present,90.0,A
S0575,Lisa Jared Walker,Freshman,Physics,PHYS101,2023-06-09,Present,94.0,A
S0575,Lisa Jared Walker,Freshman,Chemistry,CHEM101,2023-02-02,Late,94.0,A
S0576,Jennifer Jill Hunter,Junior,English,ENG101,2023-06-29,Late,92.0,A
S0576,Jennifer Jill Hunter,Junior,Math,MATH101,2023-08-31,Absent,0.0,F
S0576,Jennifer Jill Hunter,Junior,Chemistry,CHEM101,2023-09-24,Present,74.0,C
S0577,Jesus Jason Henry,Sophomore,Biology,BIO101,2023-07-19,Late,78.0,B
S0577,Jesus Jason Henry,Sophomore,Math,MATH101,2023-05-11,Absent,0.0,F
S0577,Jesus Jason Henry,Sophomore,English,ENG101,2023-07-15,Late,59.0,F
S0578,Susan David Brown,Senior,Physics,PHYS101,2023-08-08,Present,78.0,B
S0578,Susan David Brown,Senior,Biology,BIO101,2023-06-22,Excused,89.0,A
S0578,Susan David Brown,Senior,English,ENG101,2023-09-03,Excused,51.0,F
S0579,Mark Brian Vargas,Senior,Chemistry,CHEM101,2023-03-21,Excused,53.0,F
S0580,Michael Haley Montgomery,Freshman,Math,MATH101,2023-11-19,Present,86.0,B
S0580,Michael Haley Montgomery,Freshman,Biology,BIO101,2023-02-05,Absent,0.0,F
S0580,Michael Haley Montgomery,Freshman,Chemistry,CHEM101,2023-12-14,Absent,0.0,F
S0580,Michael Haley Montgomery,Freshman,English,ENG101,2023-12-09,Excused,64.0,D
S0581,Benjamin Jesse Patel,Sophomore,Biology,BIO101,2023-05-25,Late,59.0,F
S0581,Benjamin Jesse Patel,Sophomore,Math,MATH101,2023-05-31,Present,71.0,C
S0581,Benjamin Jesse Patel,Sophomore,Chemistry,CHEM101,2023-02-02,Late,64.0,D
S0582,Mark Geoffrey Reyes,Sophomore,Biology,BIO101,2023-06-19,Present,68.0,C
S0582,Mark Geoffrey Reyes,Sophomore,English,ENG101,2023-05-13,Absent,0.0,F
S0582,Mark Geoffrey Reyes,Sophomore,Math,MATH101,2023-05-04,Present,91.0,A
S0582,Mark Geoffrey Reyes,Sophomore,Physics,PHYS101,2023-05-20,Absent,0.0,F
S0583,Judith John Snyder,Freshman,Biology,BIO101,2023-03-29,Present,93.0,A
S0583,Judith John Snyder,Freshman,Chemistry,CHEM101,2023-01-23,Present,68.0,C
S0584,Elizabeth Ryan Villanueva,Junior,Biology,BIO101,2023-03-23,Excused,82.0,B
S0584,Elizabeth Ryan Villanueva,Junior,English,ENG101,2023-05-20,Excused,59.0,F
S0584,Elizabeth Ryan Villanueva,Junior,Chemistry,CHEM101,2023-02-11,Late,74.0,C
S0585,Tamara Debra Hill,Junior,English,ENG101,2023-05-21,Absent,0.0,F
S0585,Tamara Debra Hill,Junior,Chemistry,CHEM101,2023-03-20,Present,84.0,B
S0586,Adam Juan Mckee,Senior,Math,MATH101,2023-07-04,Excused,91.0,A
S0586,Adam Juan Mckee,Senior,Physics,PHYS101,2023-05-28,Absent,0.0,F
S0586,Adam Juan Mckee,Senior,English,ENG101,2023-04-27,Late,76.0,B
S0587,Alfred Christopher Flores,Sophomore,Biology,BIO101,2023-10-24,Excused,75.0,C
S0587,Alfred Christopher Flores,Sophomore,English,ENG101,2023-04-09,Excused,91.0,A
S0587,Alfred Christopher Flores,Sophomore,Physics,PHYS101,2023-01-28,Absent,0.0,F
S0587,Alfred Christopher Flores,Sophomore,Math,MATH101,2023-01-19,Absent,0.0,F
S0587,Alfred Christopher Flores,Sophomore,Chemistry,CHEM101,2023-03-23,Excused,73.0,C
S0588,Samuel Sean Mills,Senior,English,ENG101,2023-01-18,Absent,0.0,F
S0589,Tina Kristin Wallace,Freshman,English,ENG101,2023-08-01,Present,56.0,F
S0589,Tina Kristin Wallace,Freshman,Biology,BIO101,2023-01-03,Late,55.0,F
S0590,Phillip Albert Thompson,Junior,Physics,PHYS101,2023-11-22,Present,100.0,A
S0590,Phillip Albert Thompson,Junior,Biology,BIO101,2023-01-14,Late,71.0,C
S0590,Phillip Albert Thompson,Junior,English,ENG101,2023-03-28,Excused,91.0,A
S0591,Phillip Stephen Dominguez,Junior,Chemistry,CHEM101,2023-03-18,Excused,66.0,D
S0591,Phillip Stephen Dominguez,Junior,Math,MATH101,2023-10-22,Excused,62.0,D
S0591,Phillip Stephen Dominguez,Junior,English,ENG101,2023-06-19,Present,53.0,F
S0591,Phillip Stephen Dominguez,Junior,Biology,BIO101,2023-03-16,Absent,0.0,F
S0591,Phillip Stephen Dominguez,Junior,Physics,PHYS101,2023-01-09,Late,79.0,B
S0592,Ivan Bobby Johnson,Sophomore,Biology,BIO101,2023-09-29,Excused,63.0,D
S0592,Ivan Bobby Johnson,Sophomore,Math,MATH101,2023-08-31,Excused,57.0,F
S0593,Kevin Mark Johnston,Freshman,Chemistry,CHEM101,2023-08-27,Absent,0.0,F
S0593,Kevin Mark Johnston,Freshman,English,ENG101,2023-01-14,Late,78.0,B
S0593,Kevin Mark Johnston,Freshman,Math,MATH101,2023-01-24,Late,90.0,A
S0593,Kevin Mark Johnston,Freshman,Biology,BIO101,2023-12-21,Late,59.0,F
S0593,Kevin Mark Johnston,Freshman,Physics,PHYS101,2023-12-17,Late,70.0,C
S0594,Andrew William Smith,Freshman,English,ENG101,2023-03-20,Excused,72.0,C
S0594,Andrew William Smith,Freshman,Math,MATH101,2023-07-07,Late,100.0,A
S0594,Andrew William Smith,Freshman,Physics,PHYS101,2023-08-06,Present,80.0,B
S0594,Andrew William Smith,Freshman,Biology,BIO101,2023-03-27,Late,68.0,C
S0595,Kimberly Dennis Jenkins,Senior,Chemistry,CHEM101,2023-11-26,Present,88.0,B
S0595,Kimberly Dennis Jenkins,Senior,Physics,PHYS101,2023-01-14,Excused,62.0,D
S0595,Kimberly Dennis Jenkins,Senior,Math,MATH101,2023-09-19,Excused,97.0,A
S0596,Edward Joshua Dodson,Freshman,Chemistry,CHEM101,2023-06-26,Present,52.0,F
S0596,Edward Joshua Dodson,Freshman,Math,MATH101,2023-04-18,Late,92.0,A
S0597,Jennifer Rebecca Strong,Senior,English,ENG101,2023-04-20,Absent,0.0,F
S0597,Jennifer Rebecca Strong,Senior,Math,MATH101,2023-01-08,Excused,68.0,C
S0597,Jennifer Rebecca Strong,Senior,Chemistry,CHEM101,2023-09-27,Excused,54.0,F
S0598,Michael Bobby Young,Freshman,Biology,BIO101,2023-05-06,Late,72.0,C
S0598,Michael Bobby Young,Freshman,English,ENG101,2023-05-11,Late,76.0,B
S0598,Michael Bobby Young,Freshman,Physics,PHYS101,2023-03-05,Present,58.0,F
S0599,Kelsey Shannon Stone,Freshman,Physics,PHYS101,2023-01-05,Excused,91.0,A
S0599,Kelsey Shannon Stone,Freshman,English,ENG101,2023-08-09,Excused,98.0,A
S0599,Kelsey Shannon Stone,Freshman,Chemistry,CHEM101,2023-04-24,Excused,94.0,A
S0599,Kelsey Shannon Stone,Freshman,Biology,BIO101,2023-05-31,Late,100.0,A
S0600,Teresa Travis Pollard,Freshman,Biology,BIO101,2023-10-01,Late,95.0,A
S0600,Teresa Travis Pollard,Freshman,Physics,PHYS101,2023-01-08,Late,68.0,C
S0600,Teresa Travis Pollard,Freshman,English,ENG101,2023-12-14,Absent,0.0,F
S0601,Karen Michael Gonzalez,Junior,Chemistry,CHEM101,2023-11-30,Absent,0.0,F
S0601,Karen Michael Gonzalez,Junior,Physics,PHYS101,2023-07-03,Absent,0.0,F
S0602,Chad Daniel Wood,Junior,Physics,PHYS101,2023-11-24,Late,76.0,B
S0602,Chad Daniel Wood,Junior,Biology,BIO101,2023-12-04,Present,76.0,B
S0602,Chad Daniel Wood,Junior,Math,MATH101,2023-06-15,Present,88.0,B
S0603,Patrick Crystal Johnson,Freshman,Math,MATH101,2023-08-26,Present,52.0,F
S0603,Patrick Crystal Johnson,Freshman,Physics,PHYS101,2023-11-25,Present,81.0,B
